uniprot_id,combined,learned_score,top_pocket,top_pocket_residues,p_ip_given_site,hull_depth,plddt_mean,organism_key,annotated,seen,cluster,rank,precision_at_rank,gene,protein_name,keywords,function,explained,decision,homologues,basic_positions,conserved_positions,basic_fraction,triage
P13807,0.6996099040470224,0.8340466210536511,81,"294,297,298,301,302,305,319,321,322,323,324,358,359,360,501,575,576,577,578,579,582,583,586",0.8388139060658326,20.64109354355231,96.53055555555554,human,False,False,P54840,6,0.1666666666666666,GYS1,"Glycogen [starch] synthase, muscle (EC 2.4.1.11) (Glycogen synthase 1)",3D-structure;Allosteric enzyme;Alternative splicing;Diabetes mellitus;Disease variant;Glycogen biosynthesis;Glycosyltransferase;Phosphoprotein;Proteomics identification;Reference proteome;Transferase,"FUNCTION: Glycogen synthase participates in the glycogen biosynthetic process along with glycogenin and glycogen branching enzyme. Extends the primer composed of a few glucose units formed by glycogenin by adding new glucose units to it. In this context, glycogen synthase transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan. {ECO:0000269|PubMed:35835870}.",True,conserved,500,"[297, 301, 322, 501, 579, 582, 586]","[297, 301, 322, 501, 579, 582, 586]","{'297': 0.988, '301': 0.99, '322': 0.94, '501': 0.898, '579': 0.978, '582': 0.988, '586': 0.988}",explained
Q9ULH1,0.6987526578035365,0.8118039202890968,109,"333,334,335,336,343,345,356,357,358,359,360,363,366,392,394",0.8607406792944522,19.495126311479304,87.21375,human,False,False,Q9ULH1,7,0.1428571428571428,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)",3D-structure;Alternative splicing;ANK repeat;Cilium biogenesis/degradation;Cytoplasm;Golgi apparatus;GTPase activation;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;SH3 domain;Zinc;Zinc-finger,"FUNCTION: Possesses phosphatidylinositol 4,5-bisphosphate-dependent GTPase-activating protein activity for ARF1 (ADP ribosylation factor 1) and ARF5 and a lesser activity towards ARF6. May coordinate membrane trafficking with cell growth or actin cytoskeleton remodeling by binding to both SRC and PIP2. May function as a signal transduction protein involved in the differentiation of fibroblasts into adipocytes and possibly other cell types. Part of the ciliary targeting complex containing Rab11, ASAP1, Rabin8/RAB3IP, RAB11FIP3 and ARF4, which direct preciliary vesicle trafficking to mother centriole and ciliogenesis initiation (PubMed:25673879). {ECO:0000250, ECO:0000269|PubMed:20393563, ECO:0000269|PubMed:25673879}.",True,conserved,500,"[333, 334, 345, 358, 363, 392]","[333, 334, 345, 358, 363, 392]","{'333': 0.988, '334': 0.988, '345': 0.988, '358': 0.988, '363': 0.982, '392': 0.99}",explained
Q8N271,0.6969643370152026,0.8111909970636655,14,"137,138,139,140,141,468,471,472,804,807,808,809",0.8591864795566784,18.033752707384902,72.68684210526317,human,False,False,Q8N271,8,0.125,PROM2,Prominin-2 (PROM-2) (Prominin-like protein 2) (hPROML2),Alternative splicing;Cell membrane;Cell projection;Cilium;Glycoprotein;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix,,False,conserved,145,"[139, 141, 472, 804, 807]","[139, 141, 472, 804, 807]","{'139': 0.8620689655172413, '141': 0.9448275862068966, '472': 0.8758620689655172, '804': 0.993103448275862, '807': 0.9862068965517241}",conserved basic pocket
Q01638,0.693125346914906,0.8271837937543748,15,"362,371,373,375,442,443,474,476,477,478,507,533,534,535,536,537",0.8379339055580237,20.154444210464284,85.5411111111111,human,False,False,Q01638,9,0.1111111111111111,IL1RL1,Interleukin-1 receptor-like 1 (EC 3.2.2.6) (Protein ST2),3D-structure;Alternative splicing;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Immunoglobulin domain;Isopeptide bond;Membrane;NAD;Proteomics identification;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix;Ubl conjugation,"FUNCTION: Receptor for interleukin-33 (IL-33) which plays crucial roles in innate and adaptive immunity, contributing to tissue homeostasis and responses to environmental stresses together with coreceptor IL1RAP (PubMed:35238669). Its stimulation recruits MYD88, IRAK1, IRAK4, and TRAF6, followed by phosphorylation of MAPK3/ERK1 and/or MAPK1/ERK2, MAPK14, and MAPK8. Possibly involved in helper T-cell function (Probable) (PubMed:16286016). Upon tissue injury, induces UCP2-dependent mitochondrial rewiring that attenuates the generation of reactive oxygen species and preserves the integrity of Krebs cycle required for persistent production of itaconate and subsequent GATA3-dependent differentiation of inflammation-resolving alternatively activated macrophages (By similarity). {ECO:0000250|UniProtKB:P14719, ECO:0000269|PubMed:16286016, ECO:0000269|PubMed:35238669, ECO:0000305|PubMed:19836339}.; FUNCTION: [Isoform B]: Inhibits IL-33 signaling. {ECO:0000250|UniProtKB:P14719}.",True,conserved,55,"[362, 371, 375, 442, 443, 476]","[362, 371, 375, 442, 443, 476]","{'362': 0.9090909090909091, '371': 0.9090909090909091, '375': 0.9636363636363636, '442': 0.9272727272727272, '443': 0.9272727272727272, '476': 0.9272727272727272}",explained
Q16394,0.6794175345133743,0.8228719139343786,50,"236,266,268,269,271,275,280,300,319,339,340,341,343,344,345,346",0.8256662100239767,16.680362344479725,91.43444444444444,human,False,False,Q92935,11,0.1818181818181818,EXT1,Exostosin-1 (EC 2.4.1.225) (Exostosin glycosyltransferase 1) (Heparan sulfate co-polymerase subunit EXT1) (Multiple exostoses protein 1) (N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase),3D-structure;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Golgi apparatus;Hereditary multiple exostoses;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix;Tumor suppressor,"FUNCTION: Glycosyltransferase forming with EXT2 the heterodimeric heparan sulfate polymerase which catalyzes the elongation of the heparan sulfate glycan backbone (PubMed:10639137, PubMed:22660413, PubMed:36402845, PubMed:36593275, PubMed:9620772). Glycan backbone extension consists in the alternating transfer of (1->4)-beta-D-GlcA and (1->4)-alpha-D-GlcNAc residues from their respective UDP-sugar donors. Both EXT1 and EXT2 are required for the full activity of the polymerase since EXT1 bears the N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity within the complex while EXT2 carries the glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity (PubMed:36402845, PubMed:36593275). Heparan sulfate proteoglycans are ubiquitous components of the extracellular matrix and play an important role in tissue homeostasis and signaling (PubMed:10639137, PubMed:11391482, PubMed:22660413, PubMed:9620772). {ECO:0000269|PubMed:10639137, ECO:0000269|PubMed:11391482, ECO:0000269|PubMed:22660413, ECO:0000269|PubMed:36402845, ECO:0000269|PubMed:36593275, ECO:0000269|PubMed:9620772}.",True,conserved,408,"[269, 280, 300, 340, 341, 346]","[269, 280, 300, 340, 341, 346]","{'269': 0.9583333333333334, '280': 0.9583333333333334, '300': 0.9583333333333334, '340': 0.9362745098039216, '341': 0.9387254901960784, '346': 0.9387254901960784}",explained
Q96MK3,0.6787209498743251,0.8104200442249156,67,"132,133,136,137,139,140,143,195,196,197,200,203,227,297,298",0.8374927973597354,13.829514913919995,95.29,human,False,False,O75063,12,0.1666666666666666,FAM20A,Pseudokinase FAM20A,3D-structure;Amelogenesis imperfecta;Biomineralization;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Proteomics identification;Reference proteome;Secreted;Signal,FUNCTION: Pseudokinase that acts as an allosteric activator of the Golgi serine/threonine protein kinase FAM20C and is involved in biomineralization of teeth. Forms a complex with FAM20C and increases the ability of FAM20C to phosphorylate the proteins that form the 'matrix' that guides the deposition of the enamel minerals. {ECO:0000269|PubMed:25789606}.,True,conserved,277,"[132, 136, 137, 203, 227, 297]","[132, 203, 227, 297]","{'132': 0.9061371841155235, '136': 0.7833935018050542, '137': 0.5415162454873647, '203': 0.924187725631769, '227': 0.9819494584837545, '297': 0.9314079422382672}",explained
Q05048,0.6711004450346851,0.8277604622988571,4,"112,113,114,175,177,193,219,220,221,237,282,308,310,326,354,355,356,357,358,401,402",0.8107423289714809,7.758748031389343,97.0958823529412,human,False,False,Q05048,13,0.1538461538461538,CSTF1,Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50),3D-structure;Direct protein sequencing;mRNA processing;Nucleus;Proteomics identification;Reference proteome;Repeat;WD repeat,FUNCTION: One of the multiple factors required for polyadenylation and 3'-end cleavage of mammalian pre-mRNAs (PubMed:10669729). May be responsible for the interaction of CSTF with other factors to form a stable complex on the pre-mRNA (PubMed:10669729). {ECO:0000303|PubMed:10669729}.,False,conserved,112,"[112, 193, 221, 282, 326, 355, 356, 401]","[112, 193, 221, 282, 355, 401]","{'112': 0.9821428571428571, '193': 0.8303571428571429, '221': 0.8571428571428571, '282': 0.8214285714285714, '326': 0.7767857142857143, '355': 0.8660714285714286, '356': 0.6785714285714286, '401': 0.9732142857142857}",conserved basic pocket
P54840,0.6709221728003693,0.7809378536742128,17,"294,297,298,301,321,322,323,324,360,501,575,579,582,583,586",0.8591236417133146,21.776180120102403,95.92388888888888,human,False,False,P54840,14,0.1428571428571428,GYS2,"Glycogen [starch] synthase, liver (EC 2.4.1.11) (Glycogen synthase 2)",Allosteric enzyme;Disease variant;Glycogen biosynthesis;Glycogen storage disease;Glycosyltransferase;Phosphoprotein;Proteomics identification;Reference proteome;Transferase,"FUNCTION: Glycogen synthase participates in the glycogen biosynthetic process along with glycogenin and glycogen branching enzyme. Extends the primer composed of a few glucose units formed by glycogenin by adding new glucose units to it. In this context, glycogen synthase transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan. {ECO:0000269|PubMed:1731614, ECO:0000269|PubMed:9691087}.",True,conserved,194,"[297, 301, 322, 501, 579, 582, 586]","[297, 301, 322, 501, 579, 582, 586]","{'297': 0.9536082474226805, '301': 0.9587628865979382, '322': 0.9226804123711341, '501': 0.9845360824742269, '579': 0.979381443298969, '582': 0.979381443298969, '586': 0.979381443298969}",explained
O15213,0.6681834265285415,0.807760906768818,68,"198,199,200,213,215,238,239,240,241,242,256,279,280,319,321,322,362,363,405,406,451",0.8272044622726169,7.936023035127283,94.67357142857142,human,False,False,O15213,15,0.1333333333333333,WDR46,WD repeat-containing protein 46 (WD repeat-containing protein BING4),3D-structure;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;WD repeat,"FUNCTION: Scaffold component of the nucleolar structure. Required for localization of DDX21 and NCL to the granular compartment of the nucleolus (PubMed:23848194). Part of the small subunit (SSU) processome, first precursor of the small eukaryotic ribosomal subunit. During the assembly of the SSU processome in the nucleolus, many ribosome biogenesis factors, an RNA chaperone and ribosomal proteins associate with the nascent pre-rRNA and work in concert to generate RNA folding, modifications, rearrangements and cleavage as well as targeted degradation of pre-ribosomal RNA by the RNA exosome (PubMed:34516797). {ECO:0000269|PubMed:23848194, ECO:0000269|PubMed:34516797}.",False,conserved,62,"[200, 215, 240, 280, 319, 363, 406, 451]","[200, 215, 240, 280, 319, 363, 406, 451]","{'200': 1.0, '215': 0.9838709677419355, '240': 0.967741935483871, '280': 0.8870967741935484, '319': 1.0, '363': 1.0, '406': 1.0, '451': 1.0}",conserved basic pocket
Q8TF62,0.6666504521008385,0.8009311940888236,79,"206,257,258,259,260,261,263,264,265,266,268,271,379,382,385,387,793,796,797,800,803,804,807,808,809,821,824,825,826,827,944,945,947",0.8323442226011073,26.159419961104,88.54526315789474,human,False,False,Q86H52,16,0.125,ATP8B4,Probable phospholipid-transporting ATPase IM (EC 7.6.2.1) (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4),ATP-binding;Cell membrane;Golgi apparatus;Lipid transport;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Proteomics identification;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport,FUNCTION: Component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of aminophospholipids from the outer to the inner leaflet of various membranes and ensures the maintenance of asymmetric distribution of phospholipids. Phospholipid translocation also seems to be implicated in vesicle formation and in uptake of lipid signaling molecules (Probable). {ECO:0000305}.,True,conserved,378,"[261, 263, 265, 266, 271, 803, 804, 824, 827]","[261, 265, 266, 271, 803, 804, 824, 827]","{'261': 0.9603174603174603, '263': 0.6137566137566137, '265': 0.9629629629629629, '266': 0.9603174603174603, '271': 0.9232804232804233, '803': 0.9894179894179894, '804': 0.9629629629629629, '824': 0.9841269841269841, '827': 0.9708994708994709}",explained
Q9Y6T7,0.6607591912852551,0.7981657019497551,91,"248,249,250,251,274,275,276,279,445,450,453,454,457,458,461",0.827847137093408,24.954856481950053,88.50375,human,False,False,Q9Y6T7,17,0.1176470588235294,DGKB,Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta),Alternative splicing;ATP-binding;Calcium;Cell membrane;Cytoplasm;Kinase;Lipid metabolism;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Reference proteome;Repeat;Synapse;Transferase;Zinc;Zinc-finger,"FUNCTION: Diacylglycerol kinase that converts diacylglycerol/DAG into phosphatidic acid/phosphatidate/PA and regulates the respective levels of these two bioactive lipids (PubMed:11719522). Thereby, acts as a central switch between the signaling pathways activated by these second messengers with different cellular targets and opposite effects in numerous biological processes (Probable). Has a higher activity with long-chain diacylglycerols like 1,2-di-(9Z-octadecenoyl)-sn-glycerol compared to 1,2-didecanoyl-sn-glycerol (By similarity). Specifically expressed in brain, it regulates neuron-specific morphological changes including neurite branching and neurite spine formation (By similarity). {ECO:0000250|UniProtKB:P49621, ECO:0000250|UniProtKB:Q6NS52, ECO:0000269|PubMed:11719522, ECO:0000305}.; FUNCTION: [Isoform 2]: Does not associate with membranes but has a diacylglycerol kinase activity. {ECO:0000269|PubMed:11719522}.",True,conserved,500,"[248, 250, 251, 279, 450, 454, 457, 458]","[248, 250, 251, 279, 450, 454, 457, 458]","{'248': 0.962, '250': 0.962, '251': 0.962, '279': 0.968, '450': 0.954, '454': 0.97, '457': 0.964, '458': 0.966}",explained
P53621,0.6578768124084354,0.8182069596840187,28,"4,318,321,322,323,492,493,506,507,508,529,530,531,567,569,583",0.8040469524513691,28.40716380840193,88.80578947368421,human,False,False,P53622,18,0.1111111111111111,COPA,Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin],3D-structure;Alternative splicing;Cytoplasm;Cytoplasmic vesicle;Direct protein sequencing;Disease variant;ER-Golgi transport;Golgi apparatus;Hormone;Membrane;Methylation;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Repeat;RNA editing;Secreted;Transport;WD repeat,"FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. In mammals, the coatomer can only be recruited by membranes associated to ADP-ribosylation factors (ARFs), which are small GTP-binding proteins; the complex also influences the Golgi structural integrity, as well as the processing, activity, and endocytic recycling of LDL receptors (By similarity). {ECO:0000250}.; FUNCTION: Xenin stimulates exocrine pancreatic secretion. It inhibits pentagastrin-stimulated secretion of acid, to induce exocrine pancreatic secretion and to affect small and large intestinal motility. In the gut, xenin interacts with the neurotensin receptor.",True,conserved,384,"[4, 318, 321, 323, 492, 508, 529, 531, 583]","[4, 318, 321, 323, 492, 508, 529, 531, 583]","{'4': 0.8255208333333334, '318': 0.9609375, '321': 0.9609375, '323': 0.9609375, '492': 0.9661458333333334, '508': 0.9635416666666666, '529': 0.9557291666666666, '531': 0.9583333333333334, '583': 0.9505208333333334}",explained
Q7Z7A3,0.654451190546127,0.7893692864400299,2,"91,127,143,144,147,148,151,152,155,169,171,175,176,179,180,181,183,184,192,193,194,195,196,197,198,209,211,237,239,240,245,266,269,270,271,273,275",0.8290811433741374,16.911634895048657,84.6770588235294,human,False,False,Q94480,19,0.1052631578947368,CTU1,Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (ATP-binding domain-containing protein 3) (Cancer-associated gene protein) (Cytoplasmic tRNA adenylyltransferase 1),Cytoplasm;Phosphoprotein;Proteomics identification;Reference proteome;RNA-binding;Transferase;tRNA processing;tRNA-binding,"FUNCTION: Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). Directly binds tRNAs and probably acts by catalyzing adenylation of tRNAs, an intermediate required for 2-thiolation. It is unclear whether it acts as a sulfurtransferase that transfers sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position. {ECO:0000255|HAMAP-Rule:MF_03053, ECO:0000269|PubMed:19017811}.",True,conserved,17,"[151, 152, 171, 194, 209, 211, 245]","[151, 152, 171, 194, 209, 211, 245]","{'151': 0.8823529411764706, '152': 0.9411764705882353, '171': 0.9411764705882353, '194': 0.9411764705882353, '209': 0.8823529411764706, '211': 0.8823529411764706, '245': 0.8823529411764706}",explained
Q13621,0.6538407737420764,0.784341957137712,90,"699,700,702,703,706,707,902,932,933,934,935,936",0.8336169801856937,16.68845479962141,91.00333333333332,human,False,False,Q9BXP2,20,0.1,SLC12A1,Solute carrier family 12 member 1 (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1) (BSC1) (Kidney-specific Na-K-Cl symporter) (Na-K-2Cl cotransporter 2) (NKCC2),Alternative splicing;Bartter syndrome;Cell membrane;Chloride;Disease variant;Glycoprotein;Ion transport;Membrane;Neurodegeneration;Phosphoprotein;Potassium;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport,"FUNCTION: Renal sodium, potassium and chloride non-electrogenic ion symporter that mediates the transepithelial NaCl reabsorption in the thick ascending limb and plays an essential role in the urinary concentration and volume regulation (PubMed:21321328). It can substitute NH4(+) for K(+), enabling NH4(+) apical transmembrane transport in the medullary thick ascending limb (MTAL). This function is crucial for maintaining ammonium homeostasis by the kidney, particularly during metabolic acidosis (By similarity). {ECO:0000250|UniProtKB:P55015, ECO:0000269|PubMed:21321328}.",False,conserved,420,"[702, 706, 933, 934, 935]","[702, 706, 933, 934, 935]","{'702': 0.9523809523809523, '706': 0.9761904761904762, '933': 0.9595238095238096, '934': 0.9642857142857143, '935': 0.9714285714285714}",conserved basic pocket
Q5JTH9,0.6505662435382029,0.7819656695704352,46,"718,758,789,793,796,797,830,831,834,835,838,869,870,873,876",0.831962666462819,20.492931111250687,90.94941176470589,human,False,False,Q5JTH9,21,0.0952380952380952,RRP12,RRP12-like protein,3D-structure;Alternative splicing;Isopeptide bond;Membrane;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Ribosome biogenesis;Transmembrane;Transmembrane helix;Ubl conjugation,"FUNCTION: Participates in the nucleoplasmic stage of pre-40S ribosomal subunit assembly, functioning as a scaffold for assembly factors and preparing pre-40S particles for export from the nucleus to the cytoplasm. {ECO:0000269|PubMed:36321656}.",False,conserved,500,"[718, 789, 793, 834, 838]","[718, 789, 793, 834, 838]","{'718': 0.986, '789': 0.994, '793': 0.994, '834': 0.994, '838': 0.988}",conserved basic pocket
Q8IZ81,0.6500975067113612,0.7384249079738251,3,"11,12,15,16,19,23,27,28,29,30,31,32,33,49,50,51,53,54,55,56,59,80,81,82,83,84,88",0.8803840440528656,8.183345712440712,90.9785714285714,human,False,False,Q54VR8,22,0.0909090909090909,ELMOD2,ELMO domain-containing protein 2,Antiviral defense;GTPase activation;Proteomics identification;Reference proteome,"FUNCTION: Acts as a GTPase-activating protein (GAP) toward guanine nucleotide exchange factors like ARL2, ARL3, ARF1 and ARF6, but not for GTPases outside the Arf family. Regulates IFN-related antiviral responses. {ECO:0000269|PubMed:17452337, ECO:0000269|PubMed:19966137}.",False,conserved,419,"[12, 15, 19, 23, 28, 33, 55, 81]","[15, 19, 23, 28, 33, 81]","{'12': 0.3914081145584726, '15': 0.8663484486873508, '19': 0.8806682577565632, '23': 0.8854415274463007, '28': 0.837708830548926, '33': 0.8926014319809069, '55': 0.7136038186157518, '81': 0.9832935560859188}",conserved basic pocket
P49683,0.6495598490357032,0.734647103974197,26,"93,159,162,163,269,272,273,276,277,280,339",0.8841794182836902,13.482244895995272,81.394375,human,False,False,P49146,23,0.0869565217391304,PRLHR,Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G protein-coupled receptor 10) (hGR3),3D-structure;Cell membrane;Disulfide bond;G protein-coupled receptor;Glycoprotein;Membrane;Proteomics identification;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,"FUNCTION: Receptor for prolactin-releasing peptide (PrRP). Implicated in lactation, regulation of food intake and pain-signal processing.",False,conserved,114,"[159, 272, 273, 339]","[159, 272, 273, 339]","{'159': 0.9912280701754386, '272': 0.9824561403508771, '273': 0.9824561403508771, '339': 0.9824561403508771}",conserved basic pocket
P0C7X1,0.6491028508417713,0.7395657987929606,8,"74,77,78,80,81,88,92,93,96,97,100,101",0.8776810013404716,12.968732547079842,91.60785714285716,human,False,False,A0A087WVF3,24,0.0833333333333333,TBC1D3H,TBC1 domain family member 3H,Cell membrane;GTPase activation;Lipoprotein;Membrane;Palmitate;Reference proteome;Ubl conjugation,FUNCTION: Acts as a GTPase activating protein for RAB5. Does not act on RAB4 or RAB11 (By similarity). {ECO:0000250}.,False,conserved,34,"[74, 77, 92, 93, 97, 100]","[74, 77, 93, 97, 100]","{'74': 0.9117647058823529, '77': 0.9117647058823529, '92': 0.7941176470588235, '93': 0.9705882352941176, '97': 0.9411764705882353, '100': 0.9117647058823529}",conserved basic pocket
B9A6J9,0.6443166144930365,0.7300960875107989,3,"74,77,78,80,81,88,93,97,100,101",0.8825093374897812,18.257125118317504,92.08235294117648,human,False,False,A0A087WVF3,25,0.08,TBC1D3L,TBC1 domain family member 3L,Cell membrane;GTPase activation;Lipoprotein;Membrane;Palmitate;Reference proteome;Ubl conjugation,FUNCTION: Acts as a GTPase activating protein for RAB5. Does not act on RAB4 or RAB11 (By similarity). {ECO:0000250|UniProtKB:Q8IZP1}.,False,conserved,34,"[74, 77, 93, 97, 100]","[74, 77, 93, 97, 100]","{'74': 0.9117647058823529, '77': 0.9117647058823529, '93': 0.9705882352941176, '97': 0.9411764705882353, '100': 0.9117647058823529}",conserved basic pocket
Q86WG3,0.6429126834620817,0.7320432542020605,51,"254,259,262,263,289,291,292,295",0.878244119827137,13.913268321970648,90.43357142857144,human,False,False,Q12982,26,0.0769230769230769,ATCAY,Caytaxin (Ataxia cayman type protein) (BNIP-2-homology) (BNIP-H),Alternative splicing;Cell projection;Cytoplasm;Disease variant;Mitochondrion;Neurogenesis;Proteomics identification;Reference proteome;Synapse;Transport;Ubl conjugation,"FUNCTION: Functions in the development of neural tissues, particularly the postnatal maturation of the cerebellar cortex. May play a role in neurotransmission through regulation of glutaminase/GLS, an enzyme responsible for the production in neurons of the glutamate neurotransmitter. Alternatively, may regulate the localization of mitochondria within axons and dendrites. {ECO:0000269|PubMed:16899818}.",False,conserved,112,"[259, 262, 263, 291, 295]","[259, 262, 263, 291, 295]","{'259': 0.9910714285714286, '262': 0.9910714285714286, '263': 0.9910714285714286, '291': 0.9732142857142857, '295': 0.9821428571428571}",conserved basic pocket
P10632,0.6419729236053732,0.7216813766054465,25,"92,95,120,121,124,125,128,129,432",0.8895517390583143,5.957561024898354,96.653125,human,False,False,P08686,27,0.074074074074074,CYP2C8,Cytochrome P450 2C8 (EC 1.14.14.1) (CYPIIC8) (Cytochrome P450 IIC2) (Cytochrome P450 MP-12) (Cytochrome P450 MP-20) (Cytochrome P450 form 1) (S-mephenytoin 4-hydroxylase),3D-structure;Alternative splicing;Direct protein sequencing;Endoplasmic reticulum;Heme;Iron;Lipid metabolism;Membrane;Metal-binding;Microsome;Monooxygenase;Oxidoreductase;Phosphoprotein;Proteomics identification;Reference proteome;Steroid metabolism,"FUNCTION: A cytochrome P450 monooxygenase involved in the metabolism of various endogenous substrates, including fatty acids, steroid hormones and vitamins (PubMed:11093772, PubMed:14559847, PubMed:15766564, PubMed:19965576, PubMed:7574697). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (NADPH--hemoprotein reductase) (PubMed:11093772, PubMed:14559847, PubMed:15766564, PubMed:19965576, PubMed:7574697). Primarily catalyzes the epoxidation of double bonds of polyunsaturated fatty acids (PUFA) with a preference for the last double bond (PubMed:15766564, PubMed:19965576, PubMed:7574697). Catalyzes the hydroxylation of carbon-hydrogen bonds. Metabolizes all trans-retinoic acid toward its 4-hydroxylated form (PubMed:11093772). Displays 16-alpha hydroxylase activity toward estrogen steroid hormones, 17beta-estradiol (E2) and estrone (E1) (PubMed:14559847). Plays a role in the oxidative metabolism of xenobiotics. It is the principal enzyme responsible for the metabolism of the anti-cancer drug paclitaxel (taxol) (PubMed:26427316). {ECO:0000269|PubMed:11093772, ECO:0000269|PubMed:14559847, ECO:0000269|PubMed:15766564, ECO:0000269|PubMed:19965576, ECO:0000269|PubMed:26427316, ECO:0000269|PubMed:7574697}.",True,conserved,147,"[121, 124, 125, 432]","[121, 124, 125, 432]","{'121': 0.9387755102040817, '124': 0.9319727891156463, '125': 0.891156462585034, '432': 0.9591836734693877}",explained
P36124,0.7203554246774052,0.853472062439866,1,"272,275,320,325,330,332,333,334,335,352,353,369,373,375,376,377,378,379,380,381,390,392,393,397,399,400,401,402,403,404,412,453,455,489,490,491,492,493,494,495",0.8440292967740348,27.093845998452576,89.44470588235295,yeast,False,False,P42948,1,0.0,SET3,Histone reader SET3 (SET domain-containing protein 3),3D-structure;Activator;Chromatin regulator;Chromosome;Meiosis;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc;Zinc-finger,"FUNCTION: Histone reader that recognizes histone H3 di- or tri-methylated at 'Lys-4' and acts as part of large multiprotein complexes that modify and/or remodel chromatin to regulate transcription (PubMed:12434058, PubMed:23798402, PubMed:27697561). Required for both gene activation and repression (PubMed:12434058). Part of the Set3C complex, which is required to repress early/middle sporulation genes during meiosis (PubMed:12434058). Required for the transcriptional activation of genes with high activity (PubMed:12434058). {ECO:0000269|PubMed:12434058, ECO:0000269|PubMed:23798402, ECO:0000269|PubMed:27697561}.",False,not evaluable: 9 homologues (fewer than 10),9,"[334, 369, 377, 378, 379, 393, 400, 403, 404]","[334, 369, 377, 378, 379, 393, 400, 403, 404]","{'334': 1.0, '369': 0.8888888888888888, '377': 1.0, '378': 1.0, '379': 1.0, '393': 1.0, '400': 1.0, '403': 1.0, '404': 1.0}",not evaluable: 9 homologues (fewer than 10)
